ppm,600K,640K,680K,720K,760K,800K,840K,880K,920K,960K,1000K,,
25.82582583,0.006737366,0.006687102,0.006637226,0.006587546,0.00653773,0.006488529,0.006439982,0.00639212,0.00634466,0.006297531,0.006251163,,0.00648958
25.97597598,0.00678554,0.006735041,0.006684928,0.006635007,0.006584944,0.006535495,0.006486699,0.006438589,0.006390879,0.006343498,0.006296879,,0.006536544
26.12612613,0.006834258,0.006783524,0.006733172,0.006683008,0.006632696,0.006582998,0.006533952,0.006485592,0.00643763,0.006389995,0.006343122,,0.006584045
26.27627628,0.006883529,0.006832558,0.006781966,0.006731558,0.006680996,0.006631046,0.006581749,0.006533137,0.006484921,0.006437029,0.006389901,,0.006632091
26.42642643,0.006933362,0.006882152,0.006831319,0.006780666,0.006729851,0.006679649,0.006630098,0.006581232,0.00653276,0.00648461,0.006437223,,0.006680691
26.57657658,0.006983764,0.006932314,0.006881239,0.006830339,0.006779271,0.006728813,0.006679007,0.006629886,0.006581155,0.006532745,0.006485098,,0.006729853
26.72672673,0.007034744,0.006983054,0.006931735,0.006880587,0.006829264,0.00677855,0.006728486,0.006679107,0.006630117,0.006581443,0.006533534,,0.006779586
26.87687688,0.007086312,0.007034381,0.006982817,0.006931419,0.006879839,0.006828866,0.006778543,0.006728905,0.006679652,0.006630713,0.00658254,,0.0068299
27.02702703,0.007138477,0.007086303,0.007034492,0.006982843,0.006931004,0.006879772,0.006829188,0.006779288,0.006729771,0.006680564,0.006632124,,0.006880802
27.17717718,0.007191247,0.007138829,0.007086772,0.00703487,0.006982771,0.006931276,0.00688043,0.006830265,0.006780482,0.006731006,0.006682296,,0.006932303
27.32732733,0.007244633,0.007191971,0.007139664,0.007087508,0.007035147,0.006983389,0.006932277,0.006881847,0.006831795,0.006782047,0.006733066,,0.006984412
27.47747748,0.007298645,0.007245736,0.007193179,0.007140768,0.007088143,0.007036119,0.006984741,0.006934043,0.00688372,0.006833698,0.006784442,,0.007037138
27.62762763,0.007353291,0.007300135,0.007247327,0.007194658,0.007141768,0.007089477,0.00703783,0.006986862,0.006936266,0.006885967,0.006836434,,0.007090492
27.77777778,0.007408583,0.007355179,0.007302118,0.007249191,0.007196033,0.007143473,0.007091555,0.007040315,0.006989444,0.006938865,0.006889053,,0.007144483
27.92792793,0.007464531,0.007410877,0.007357562,0.007304374,0.007250948,0.007198117,0.007145926,0.007094412,0.007043263,0.006992403,0.006942309,,0.007199122
28.07807808,0.007521144,0.00746724,0.007413669,0.007360221,0.007306524,0.00725342,0.007200954,0.007149163,0.007097734,0.00704659,0.006996211,,0.007254419
28.22822823,0.007578435,0.007524279,0.007470452,0.00741674,0.007362771,0.007309391,0.007256648,0.00720458,0.007152868,0.007101437,0.007050771,,0.007310385
28.37837838,0.007636414,0.007582005,0.00752792,0.007473943,0.007419699,0.007366043,0.007313021,0.007260672,0.007208675,0.007156954,0.007105999,,0.007367031
28.52852853,0.007695092,0.007640429,0.007586084,0.007531841,0.007477322,0.007423387,0.007370084,0.007317451,0.007265167,0.007213154,0.007161906,,0.007424369
28.67867868,0.007754481,0.007699562,0.007644957,0.007590446,0.007535649,0.007481433,0.007427846,0.007374928,0.007322354,0.007270047,0.007218504,,0.007482408
28.82882883,0.007814592,0.007759417,0.00770455,0.007649769,0.007594693,0.007540194,0.007486322,0.007433116,0.007380249,0.007327645,0.007275803,,0.007541162
28.97897898,0.007875437,0.007820005,0.007764874,0.007709823,0.007654465,0.007599681,0.007545521,0.007492025,0.007438864,0.007385959,0.007333816,,0.007600642
29.12912913,0.007937029,0.007881339,0.007825943,0.007770619,0.007714977,0.007659907,0.007605456,0.007551668,0.007498209,0.007445002,0.007392555,,0.00766086
29.27927928,0.00799938,0.00794343,0.007887769,0.00783217,0.007776243,0.007720883,0.007666141,0.007612057,0.007558298,0.007504785,0.007452031,,0.007721829
29.42942943,0.008062503,0.008006293,0.007950363,0.007894489,0.007838275,0.007782624,0.007727586,0.007673205,0.007619143,0.007565322,0.007512258,,0.007783561
29.57957958,0.008126411,0.008069939,0.00801374,0.007957588,0.007901085,0.00784514,0.007789806,0.007735125,0.007680758,0.007626624,0.007573248,,0.007846069
29.72972973,0.008191117,0.008134382,0.008077913,0.008021482,0.007964687,0.007908447,0.007852814,0.00779783,0.007743154,0.007688706,0.007635013,,0.007909367
29.87987988,0.008256635,0.008199635,0.008142895,0.008086183,0.008029095,0.007972557,0.007916622,0.007861333,0.007806346,0.00775158,0.007697568,,0.007973468
30.03003003,0.008322978,0.008265713,0.0082087,0.008151705,0.008094323,0.008037485,0.007981245,0.007925648,0.007870347,0.007815261,0.007760925,,0.008038385
30.18018018,0.008390162,0.00833263,0.008275342,0.008218063,0.008160383,0.008103243,0.008046697,0.007990789,0.007935171,0.007879761,0.0078251,,0.008104133
30.33033033,0.008458199,0.0084004,0.008342837,0.008285272,0.008227292,0.008169848,0.008112992,0.008056771,0.008000833,0.007945096,0.007890105,,0.008170727
30.48048048,0.008527106,0.008469039,0.008411197,0.008353345,0.008295064,0.008237312,0.008180145,0.008123608,0.008067347,0.008011279,0.007955956,,0.008238181
30.63063063,0.008596897,0.00853856,0.00848044,0.008422298,0.008363714,0.008305653,0.008248171,0.008191315,0.008134728,0.008078326,0.008022666,,0.008306509
30.78078078,0.008667588,0.00860898,0.00855058,0.008492147,0.008433257,0.008374884,0.008317085,0.008259907,0.008202991,0.008146253,0.008090252,,0.008375729
30.93093093,0.008739195,0.008680315,0.008621634,0.008562907,0.00850371,0.008445023,0.008386904,0.008329401,0.008272152,0.008215073,0.008158729,,0.008445854
31.08108108,0.008811734,0.008752581,0.008693616,0.008634595,0.008575088,0.008516084,0.008457642,0.008399812,0.008342227,0.008284804,0.008228113,,0.008516902
31.23123123,0.008885221,0.008825794,0.008766545,0.008707227,0.008647407,0.008588084,0.008529318,0.008471156,0.008413233,0.008355462,0.008298419,,0.008588889
31.38138138,0.008959674,0.008899972,0.008840437,0.00878082,0.008720686,0.008661041,0.008601946,0.008543451,0.008485185,0.008427063,0.008369665,,0.008661831
31.53153153,0.00903511,0.008975131,0.008915309,0.008855392,0.008794941,0.008734972,0.008675546,0.008616713,0.008558102,0.008499624,0.008441867,,0.008735747
31.68168168,0.009111546,0.00905129,0.008991178,0.008930959,0.008870189,0.008809893,0.008750133,0.008690961,0.008631999,0.008573163,0.008515042,,0.008810653
31.83183183,0.009189001,0.009128466,0.009068065,0.009007541,0.00894645,0.008885824,0.008825727,0.008766211,0.008706896,0.008647697,0.008589209,,0.008886567
31.98198198,0.009267494,0.009206679,0.009145985,0.009085156,0.009023741,0.008962783,0.008902345,0.008842482,0.008782811,0.008723244,0.008664385,,0.008963509
32.13213213,0.009347043,0.009285947,0.00922496,0.009163823,0.009102081,0.009040788,0.008980007,0.008919794,0.008859762,0.008799824,0.008740589,,0.009041497
32.28228228,0.009427667,0.00936629,0.009305008,0.009243561,0.00918149,0.009119859,0.009058732,0.008998165,0.008937769,0.008877455,0.008817839,,0.00912055
32.43243243,0.009509388,0.009447728,0.009386149,0.009324389,0.009261988,0.009200015,0.009138539,0.009077614,0.00901685,0.008956157,0.008896156,,0.009200688
32.58258258,0.009592225,0.00953028,0.009468404,0.00940633,0.009343594,0.009281278,0.009219449,0.009158163,0.009097026,0.009035949,0.008975559,,0.009281931
32.73273273,0.009676198,0.009613969,0.009551792,0.009489403,0.009426331,0.009363667,0.009301482,0.009239831,0.009178318,0.009116853,0.009056068,,0.0093643
32.88288288,0.009761331,0.009698815,0.009636337,0.009573629,0.009510218,0.009447205,0.009384659,0.00932264,0.009260747,0.009198888,0.009137704,,0.009447816
33.03303303,0.009847643,0.00978484,0.00972206,0.009659031,0.009595278,0.009531912,0.009469003,0.009406612,0.009344333,0.009282077,0.009220488,,0.009532501
33.18318318,0.009935158,0.009872067,0.009808982,0.009745631,0.009681533,0.009617811,0.009554535,0.009491767,0.009429099,0.009366441,0.009304442,,0.009618378
33.33333333,0.010023899,0.009960519,0.009897127,0.009833451,0.009769006,0.009704925,0.009641279,0.00957813,0.009515068,0.009452002,0.009389589,,0.009705468
33.48348348,0.01011389,0.010050218,0.009986519,0.009922516,0.009857721,0.009793276,0.009729256,0.009665723,0.009602262,0.009538784,0.00947595,,0.009793795
33.63363363,0.010205154,0.01014119,0.010077182,0.01001285,0.009947701,0.00988289,0.009818492,0.009754569,0.009690706,0.009626809,0.00956355,,0.009883384
33.78378378,0.010297715,0.010233459,0.01016914,0.010104476,0.010038971,0.00997379,0.00990901,0.009844694,0.009780423,0.009716103,0.009652413,,0.009974258
33.93393393,0.010391601,0.01032705,0.010262418,0.01019742,0.010131556,0.010066002,0.010000836,0.009936122,0.009871438,0.00980669,0.009742562,,0.010066443
34.08408408,0.010486835,0.01042199,0.010357043,0.010291709,0.010225482,0.010159552,0.010093995,0.010028879,0.009963776,0.009898594,0.009834023,,0.010159964
34.23423423,0.010583446,0.010518304,0.010453041,0.010387368,0.010320776,0.010254465,0.010188513,0.01012299,0.010057464,0.009991842,0.009926822,,0.010254848
34.38438438,0.01068146,0.010616021,0.010550439,0.010484425,0.010417464,0.010350768,0.010284418,0.010218483,0.010152528,0.01008646,0.010020985,,0.010351122
34.53453453,0.010780905,0.010715167,0.010649265,0.010582907,0.010515574,0.01044849,0.010381737,0.010315384,0.010248995,0.010182476,0.010116538,,0.010448812
34.68468468,0.01088181,0.010815772,0.010749548,0.010682844,0.010615136,0.010547659,0.010480498,0.010413723,0.010346894,0.010279917,0.01021351,,0.010547949
34.83483483,0.010984204,0.010917866,0.010851318,0.010784264,0.010716177,0.010648304,0.01058073,0.010513528,0.010446253,0.010378812,0.010311929,,0.01064856
34.98498498,0.011088117,0.011021477,0.010954603,0.010887197,0.010818728,0.010750454,0.010682463,0.010614828,0.010547102,0.010479189,0.010411824,,0.010750676
35.13513514,0.011193581,0.011126638,0.011059436,0.010991675,0.010922819,0.010854141,0.010785727,0.010717654,0.01064947,0.01058108,0.010513225,,0.010854327
35.28528529,0.011300627,0.011233379,0.011165848,0.011097729,0.011028483,0.010959395,0.010890554,0.010822037,0.010753389,0.010684514,0.010616162,,0.010959544
35.43543544,0.011409287,0.011341734,0.01127387,0.011205392,0.011135752,0.011066249,0.010996976,0.010928009,0.01085889,0.010789523,0.010720666,,0.01106636
35.58558559,0.011519596,0.011451735,0.011383538,0.011314695,0.011244658,0.011174737,0.011105025,0.011035602,0.010966006,0.010896139,0.010826769,,0.011174807
35.73573574,0.011631587,0.011563418,0.011494884,0.011425675,0.011355235,0.011284891,0.011214735,0.011144851,0.01107477,0.011004396,0.010934505,,0.01128492
35.88588589,0.011745295,0.011676817,0.011607945,0.011538365,0.01146752,0.011396746,0.011326141,0.011255788,0.011185216,0.011114328,0.011043907,,0.011396733
36.03603604,0.011860757,0.011791968,0.011722755,0.011652803,0.011581546,0.011510339,0.011439279,0.011368451,0.011297379,0.011225968,0.01115501,,0.011510282
36.18618619,0.01197801,0.011908909,0.011839352,0.011769023,0.011697352,0.011625706,0.011554185,0.011482874,0.011411296,0.011339354,0.011267849,,0.011625603
36.33633634,0.012097092,0.012027677,0.011957775,0.011887066,0.011814975,0.011742884,0.011670895,0.011599096,0.011527004,0.011454522,0.01138246,,0.011742734
36.48648649,0.012218041,0.012148312,0.012078061,0.012006968,0.011934453,0.011861913,0.011789449,0.011717154,0.011644539,0.011571509,0.011498881,,0.011861713
36.63663664,0.012340899,0.012270853,0.012200252,0.012128772,0.012055827,0.011982831,0.011909887,0.011837087,0.011763942,0.011690354,0.011617151,,0.011982581
36.78678679,0.012465707,0.012395342,0.012324388,0.012252516,0.012179138,0.012105679,0.012032247,0.011958937,0.011885252,0.011811096,0.011737307,,0.012105377
36.93693694,0.012592506,0.012521822,0.012450512,0.012378245,0.012304426,0.012230499,0.012156573,0.012082743,0.01200851,0.011933777,0.011859392,,0.012230143
37.08708709,0.012721342,0.012650336,0.012578666,0.012506,0.012431737,0.012357335,0.012282906,0.012208549,0.012133758,0.012058438,0.011983446,,0.012356923
37.23723724,0.012852257,0.012780929,0.012708897,0.012635827,0.012561113,0.01248623,0.012411291,0.012336397,0.01226104,0.012185122,0.012109512,,0.012485759
37.38738739,0.012985299,0.012913646,0.012841249,0.012767771,0.012692601,0.012617229,0.012541773,0.012466333,0.012390399,0.012313873,0.012237633,,0.012616699
37.53753754,0.013120515,0.013048535,0.01297577,0.012901879,0.012826246,0.01275038,0.012674397,0.012598403,0.012521882,0.012444736,0.012367855,,0.012749787
37.68768769,0.013257954,0.013185645,0.013112508,0.0130382,0.012962098,0.012885729,0.012809212,0.012732654,0.012655535,0.012577758,0.012500223,,0.012885072
37.83783784,0.013397665,0.013325026,0.013251513,0.013176783,0.013100206,0.013023326,0.012946266,0.012869135,0.012791407,0.012712987,0.012634785,,0.013022603
37.98798799,0.0135397,0.013466728,0.013392837,0.013317679,0.013240621,0.013163222,0.01308561,0.013007894,0.012929547,0.012850471,0.012771589,,0.013162431
38.13813814,0.013684113,0.013610806,0.013536532,0.013460941,0.013383394,0.013305469,0.013227294,0.013148984,0.013070005,0.012990261,0.012910685,,0.013304606
38.28828829,0.013830957,0.013757313,0.013682653,0.013606623,0.01352858,0.01345012,0.013371373,0.013292458,0.013212835,0.013132409,0.013052124,,0.013449184
38.43843844,0.01398029,0.013906306,0.013831255,0.013754781,0.013676234,0.013597229,0.013517901,0.013438368,0.013358089,0.013276967,0.01319596,,0.013596217
38.58858859,0.014132168,0.014057842,0.013982395,0.013905471,0.013826413,0.013746855,0.013666934,0.013586772,0.013505823,0.013423992,0.013342246,,0.013745764
38.73873874,0.014286651,0.01421198,0.014136134,0.014058753,0.013979175,0.013899054,0.013818529,0.013737726,0.013656094,0.013573537,0.013491038,,0.013897882
38.88888889,0.0144438,0.014368781,0.014292531,0.014214687,0.014134581,0.014053886,0.013972746,0.013891289,0.01380896,0.013725663,0.013642393,,0.01405263
39.03903904,0.014603679,0.014528309,0.01445165,0.014373335,0.014292692,0.014211413,0.014129646,0.014047522,0.01396448,0.013880427,0.013796369,,0.014210071
39.18918919,0.014766353,0.014690629,0.014613554,0.014534762,0.014453572,0.014371699,0.014289293,0.014206487,0.014122718,0.014037892,0.013953029,,0.014370267
39.33933934,0.014931887,0.014855806,0.014778311,0.014699034,0.014617288,0.014534809,0.01445175,0.014368249,0.014283736,0.01419812,0.014112432,,0.014533283
39.48948949,0.015100352,0.015023909,0.014945989,0.014866219,0.014783906,0.014700809,0.014617084,0.014532872,0.0144476,0.014361175,0.014274644,,0.014699188
39.63963964,0.015271818,0.01519501,0.015116658,0.015036386,0.014953497,0.014869769,0.014785364,0.014700426,0.014614376,0.014527124,0.014439731,,0.014868048
39.78978979,0.015446359,0.015369181,0.01529039,0.015209608,0.015126131,0.01504176,0.01495666,0.014870979,0.014784135,0.014696036,0.014607759,,0.015039936
39.93993994,0.015624049,0.015546498,0.015467262,0.01538596,0.015301883,0.015216855,0.015131045,0.015044605,0.014956946,0.014867981,0.014778799,,0.015214926
40.09009009,0.015804966,0.015727037,0.015647348,0.015565518,0.01548083,0.01539513,0.015308594,0.015221376,0.015132885,0.015043032,0.014952922,,0.015393091
40.24024024,0.015989192,0.015910879,0.01583073,0.015748361,0.015663048,0.015576663,0.015489383,0.01540137,0.015312025,0.015221262,0.015130202,,0.01557451
40.39039039,0.016176808,0.016098106,0.01601749,0.01593457,0.01584862,0.015761533,0.015673493,0.015584665,0.015494445,0.01540275,0.015310714,,0.015759262
40.54054054,0.0163679,0.016288804,0.01620771,0.01612423,0.016037627,0.015949824,0.015861005,0.015771341,0.015680225,0.015587573,0.015494537,,0.015947431
40.69069069,0.016562555,0.016483059,0.01640148,0.016317427,0.016230158,0.016141619,0.016052003,0.015961482,0.015869446,0.015775813,0.01568175,,0.016139101
40.84084084,0.016760865,0.016680962,0.016598888,0.01651425,0.016426298,0.016337008,0.016246573,0.016155175,0.016062195,0.015967555,0.015872438,,0.01633436
40.99099099,0.016962923,0.016882606,0.016800027,0.01671479,0.016626141,0.016536079,0.016444806,0.016352507,0.016258558,0.016162883,0.016066684,,0.016533297
41.14114114,0.017168827,0.017088088,0.017004993,0.016919144,0.01682978,0.016738928,0.016646794,0.016553569,0.016458626,0.016361888,0.016264577,,0.016736007
41.29129129,0.017378675,0.017297507,0.017213885,0.017127409,0.017037312,0.016945649,0.016852632,0.016758456,0.016662491,0.016564661,0.016466206,,0.016942584
41.44144144,0.017592572,0.017510965,0.017426805,0.017339687,0.017248838,0.017156342,0.017062417,0.016967265,0.016870248,0.016771297,0.016671666,,0.017153128
41.59159159,0.017810623,0.017728569,0.017643857,0.01755608,0.01746446,0.017371109,0.017276251,0.017180094,0.017081997,0.016981891,0.016881051,,0.017367742
41.74174174,0.018032938,0.017950428,0.01786515,0.017776698,0.017684285,0.017590055,0.017494239,0.017397048,0.017297839,0.017196545,0.01709446,,0.017586529
41.89189189,0.018259632,0.018176655,0.018090797,0.018001651,0.017908424,0.01781329,0.017716487,0.017618233,0.01751788,0.017415362,0.017311996,,0.0178096
42.04204204,0.018490822,0.018407366,0.018320913,0.018231054,0.01813699,0.018040926,0.017943107,0.017843758,0.017742225,0.017638448,0.017533762,,0.018037066
42.19219219,0.018726629,0.018642682,0.018555618,0.018465026,0.0183701,0.018273078,0.018174213,0.018073736,0.017970989,0.017865914,0.017759868,,0.018269043
42.34234234,0.018967179,0.018882728,0.018795035,0.018703688,0.018607875,0.018509867,0.018409923,0.018308283,0.018204284,0.018097871,0.017990423,,0.018505651
42.49249249,0.019212602,0.019127633,0.019039293,0.018947168,0.018850441,0.018751416,0.01865036,0.01854752,0.01844223,0.018334438,0.018225544,,0.018747012
42.64264264,0.019463031,0.01937753,0.019288523,0.019195597,0.019097927,0.018997852,0.018895649,0.018791571,0.018684948,0.018575733,0.018465348,,0.018993255
42.79279279,0.019718606,0.019632557,0.019542862,0.019449109,0.019350466,0.019249308,0.01914592,0.019040565,0.018932566,0.018821882,0.018709957,,0.01924451
42.94294294,0.019979471,0.019892855,0.019802451,0.019707844,0.019608196,0.019505919,0.019401308,0.019294632,0.019185213,0.019073012,0.018959498,,0.019500915
43.09309309,0.020245773,0.020158574,0.020067436,0.019971946,0.019871259,0.019767827,0.01966195,0.019553911,0.019443023,0.019329255,0.019214099,,0.019762608
43.24324324,0.020517668,0.020429864,0.020337968,0.020241564,0.020139804,0.020035176,0.019927991,0.019818541,0.019706136,0.019590747,0.019473895,,0.020029736
43.39339339,0.020795314,0.020706885,0.020614203,0.020516854,0.020413982,0.020308117,0.020199579,0.020088668,0.019974693,0.01985763,0.019739024,,0.020302448
43.54354354,0.021078876,0.020989799,0.020896303,0.020797974,0.020693951,0.020586804,0.020476865,0.020364443,0.020248844,0.020130048,0.020009628,,0.0205809
43.69369369,0.021368525,0.021278775,0.021184435,0.02108509,0.020979874,0.020871399,0.020760008,0.020646021,0.02052874,0.020408151,0.020285854,,0.020865251
43.84384384,0.021664438,0.021573989,0.021478771,0.021378372,0.021271919,0.021162067,0.021049171,0.020933562,0.020814539,0.020692093,0.020567854,,0.021155667
43.99399399,0.021966798,0.021875622,0.021779492,0.021677997,0.02157026,0.021458979,0.021344522,0.021227232,0.021106403,0.020982035,0.020855784,,0.021452319
44.14414414,0.022275795,0.022183862,0.022086783,0.021984148,0.021875077,0.021762314,0.021646237,0.021527202,0.021404501,0.02127814,0.021149806,,0.021755385
44.29429429,0.022591626,0.022498903,0.022400835,0.022297016,0.022186558,0.022072254,0.021954495,0.021833649,0.021709006,0.021580579,0.021450086,,0.022065047
44.44444444,0.022914495,0.022820947,0.022721849,0.022616794,0.022504895,0.022388988,0.022269482,0.022146756,0.022020098,0.021889528,0.021756796,,0.022381495
44.59459459,0.023244615,0.023150204,0.023050029,0.022943688,0.022830287,0.022712715,0.022591391,0.022466712,0.022337962,0.022205168,0.022070115,,0.022704926
44.74474474,0.023582203,0.023486889,0.02338559,0.023277907,0.023162942,0.023043635,0.022920422,0.022793712,0.022662788,0.022527687,0.022390224,,0.023035541
44.89489489,0.023927488,0.023831228,0.023728753,0.023619669,0.023503074,0.023381961,0.023256781,0.023127959,0.022994776,0.022857277,0.022717314,,0.023373552
45.04504505,0.024280706,0.024183453,0.024079747,0.023969199,0.023850904,0.023727908,0.023600681,0.023469661,0.023334129,0.02319414,0.023051581,,0.023719174
45.1951952,0.024642101,0.024543806,0.024438811,0.024326732,0.024206661,0.024081703,0.023952342,0.023819034,0.023681059,0.023538481,0.023393225,,0.024072634
45.34534535,0.02501193,0.024912537,0.02480619,0.024692509,0.024570585,0.024443578,0.024311993,0.024176302,0.024035784,0.023890515,0.023742456,,0.024434164
45.4954955,0.025390454,0.025289907,0.025182141,0.025066783,0.024942921,0.024813776,0.02467987,0.024541696,0.024398531,0.024250462,0.024099489,,0.024804005
45.64564565,0.025777949,0.025676186,0.025566929,0.025449812,0.025323924,0.025192545,0.025056218,0.024915455,0.024769532,0.024618549,0.024464547,,0.025182406
45.7957958,0.0261747,0.026071654,0.025960829,0.025841868,0.025713858,0.025580144,0.02544129,0.025297826,0.02514903,0.024995013,0.024837859,,0.025569628
45.94594595,0.026581001,0.0264766,0.026364127,0.02624323,0.026112999,0.025976843,0.025835348,0.025689065,0.025537274,0.025380098,0.025219663,,0.025965936
46.0960961,0.026997161,0.026891328,0.026777118,0.026654189,0.026521629,0.026382918,0.026238663,0.026089438,0.025934522,0.025774054,0.025610204,,0.02637161
46.24624625,0.027423498,0.027316151,0.02720011,0.027075045,0.026940044,0.026798657,0.026651516,0.026499217,0.026341041,0.026177142,0.026009735,,0.026786936
46.3963964,0.027860344,0.027751395,0.027633423,0.02750611,0.027368549,0.027224359,0.027074198,0.026918687,0.026757108,0.026589632,0.02641852,,0.027212212
46.54654655,0.028308044,0.028197397,0.028077387,0.02794771,0.027807459,0.027660331,0.02750701,0.027348141,0.027183009,0.027011801,0.026836827,,0.027647748
46.6966967,0.028766957,0.028654509,0.028532347,0.02840018,0.028257105,0.028106896,0.027950264,0.027787882,0.027619039,0.027443938,0.027264938,,0.028093863
46.84684685,0.029237455,0.029123096,0.028998659,0.028863868,0.028717825,0.028564383,0.028404284,0.028238227,0.028065505,0.027886339,0.02770314,,0.028550889
46.996997,0.029719927,0.029603539,0.029476695,0.029339138,0.029189973,0.029033138,0.028869404,0.028699499,0.028522722,0.028339312,0.028151734,,0.029019169
47.14714715,0.030214776,0.030096231,0.029966841,0.029826364,0.029673915,0.029513516,0.02934597,0.029172037,0.028991018,0.028803175,0.028611027,,0.029499061
47.2972973,0.030722421,0.030601582,0.030469495,0.030325938,0.030170031,0.030005887,0.029834343,0.029656188,0.029470733,0.029278257,0.029081338,,0.029990934
47.44744745,0.031243298,0.03112002,0.030985076,0.030838264,0.030678716,0.030510635,0.030334894,0.030152315,0.029962216,0.029764898,0.029562999,,0.03049517
47.5975976,0.031777864,0.031651988,0.031514013,0.031363763,0.031200377,0.031028156,0.030848008,0.030660791,0.030465831,0.030263451,0.030056348,,0.031012168
47.74774775,0.03232659,0.032197946,0.032056757,0.031902871,0.03173544,0.031558862,0.031374086,0.031182005,0.030981952,0.030774277,0.030561739,,0.031542339
47.8978979,0.032889969,0.032758375,0.032613775,0.032456043,0.032284345,0.032103181,0.031913541,0.031716356,0.031510969,0.031297755,0.031079536,,0.032086111
48.04804805,0.033468513,0.033333773,0.033185551,0.033023749,0.032847548,0.032661555,0.032466802,0.032264261,0.032053283,0.031834272,0.031610116,,0.032643926
48.1981982,0.034062757,0.033924661,0.03377259,0.033606478,0.033425524,0.033234444,0.033034315,0.032826149,0.032609311,0.032384231,0.032153867,,0.033216245
48.34834835,0.034673257,0.034531577,0.034375416,0.03420474,0.034018765,0.033822323,0.033616538,0.033402466,0.033179483,0.032948048,0.032711191,,0.033803544
48.4984985,0.035300591,0.035155085,0.034994573,0.03481906,0.034627782,0.034425687,0.03421395,0.033993672,0.033764244,0.033526153,0.033282504,,0.034406318
48.64864865,0.035945363,0.035795768,0.03563063,0.035449988,0.035253104,0.035045048,0.034827046,0.034600247,0.034364055,0.034118992,0.033868235,,0.035025078
48.7987988,0.036608201,0.036454237,0.036284174,0.036098094,0.035895281,0.035680936,0.035456337,0.035222683,0.034979394,0.034727024,0.034468828,,0.035660358
48.94894895,0.037289759,0.037131124,0.036955818,0.036763968,0.036554886,0.036333903,0.036102355,0.035861493,0.035610753,0.035350724,0.035084742,,0.036312709
49.0990991,0.037990721,0.037827089,0.037646199,0.037448226,0.037232509,0.037004519,0.03676565,0.036517206,0.036258643,0.035990585,0.035716451,,0.036982702
49.24924925,0.038711795,0.038542818,0.038355979,0.038151505,0.037928767,0.037693376,0.037446791,0.037190372,0.036923593,0.036647115,0.036364444,,0.037670932
49.3993994,0.039453723,0.039279025,0.039085847,0.038874469,0.038644296,0.038401089,0.03814637,0.037881558,0.037606148,0.03732084,0.037029226,,0.038378014
49.54954955,0.040217276,0.040036455,0.039836519,0.039617806,0.03937976,0.039128294,0.038864998,0.038591353,0.038306874,0.038012302,0.037711321,,0.039104585
49.6996997,0.041003258,0.04081588,0.040608738,0.040382232,0.040135845,0.039875651,0.039603308,0.039320364,0.039026355,0.038722064,0.038411268,,0.039851308
49.84984985,0.041812507,0.041618106,0.041403279,0.041168489,0.040913264,0.040643842,0.040361958,0.040069222,0.039765195,0.039450705,0.039129624,,0.040618869
50,0.042645895,0.042443972,0.042220945,0.041977349,0.041712757,0.041433579,0.041141625,0.040838577,0.04052402,0.040198826,0.039866964,,0.041407978
50.15015015,0.043504332,0.04329435,0.043062573,0.042809613,0.04253509,0.042245593,0.041943014,0.041629104,0.041303475,0.040967044,0.040623884,,0.042219374
50.3003003,0.044388765,0.044170146,0.043929032,0.043666111,0.043381059,0.043080648,0.042766853,0.0424415,0.042104227,0.041756001,0.041400996,,0.043053819
50.45045045,0.045300181,0.045072306,0.044821224,0.044547708,0.044251488,0.043939531,0.043613896,0.043276486,0.042926968,0.042566357,0.042198934,,0.043912107
50.6006006,0.046239608,0.046001811,0.045740087,0.045455298,0.045147234,0.044823059,0.044484922,0.044134807,0.043772409,0.043398793,0.04301835,,0.044795056
50.75075075,0.047208117,0.046959683,0.046686596,0.046389811,0.046069181,0.045732076,0.045380739,0.045017234,0.044641288,0.044254015,0.043859919,,0.045703517
50.9009009,0.048206822,0.047946985,0.047661762,0.04735221,0.047018249,0.04666746,0.046302181,0.045924564,0.045534364,0.045132749,0.044724337,,0.04663837
51.05105105,0.049236884,0.04896482,0.048666637,0.048343496,0.047995388,0.047630114,0.047250112,0.04685762,0.046452423,0.046035745,0.04561232,,0.047600525
51.2012012,0.050299511,0.050014336,0.049702311,0.049364705,0.049001585,0.048620977,0.048225423,0.04781725,0.047396276,0.046963778,0.046524607,,0.048590926
51.35135135,0.051395958,0.051096726,0.050769915,0.050416912,0.050037858,0.049641018,0.049229037,0.048804334,0.048366759,0.047917644,0.047461962,,0.049610548
51.5015015,0.052527535,0.052213228,0.051870624,0.051501228,0.051105265,0.050691239,0.050261906,0.049819777,0.049364735,0.048898166,0.048425168,,0.050660401
51.65165165,0.053695599,0.053365129,0.053005654,0.052618807,0.052204896,0.051772676,0.051325013,0.050864515,0.050391094,0.049906194,0.049415036,,0.051741526
51.8018018,0.054901564,0.054553762,0.054176267,0.053770842,0.053337883,0.0528864,0.052419375,0.051939512,0.051446753,0.050942599,0.050432397,,0.052855004
51.95195195,0.056146897,0.055780514,0.055383771,0.054958568,0.054505391,0.054033516,0.053546039,0.053045762,0.052532658,0.052008282,0.051478111,,0.054001948
52.1021021,0.057433123,0.057046819,0.056629518,0.056183261,0.055708628,0.055215165,0.054706085,0.054184291,0.053649782,0.05310417,0.052553059,,0.055183509
