ppm,797.5K,798K,798.5K,799K,799.5K,800K,800.5K,801K,801.5K,802K,802.5K
28.67867868,0.007310582,0.007484129,0.007484052,0.007482781,0.007482107,0.007481433,0.007480759,0.007480086,0.007479412,0.007478738,0.007478065
28.82882883,0.007368033,0.007542904,0.007542828,0.007541549,0.007540871,0.007540194,0.007539516,0.007538839,0.007538162,0.007537485,0.007536808
28.97897898,0.007426195,0.007602406,0.007602331,0.007601043,0.007600362,0.007599681,0.007599,0.007598319,0.007597638,0.007596958,0.007596277
29.12912913,0.007485081,0.007662646,0.007662572,0.007661276,0.007660591,0.007659907,0.007659222,0.007658538,0.007657853,0.007657169,0.007656485
29.27927928,0.007544701,0.007723637,0.007723564,0.00772226,0.007721572,0.007720883,0.007720195,0.007719507,0.007718819,0.007718131,0.007717443
29.42942943,0.007605069,0.007785392,0.00778532,0.007784008,0.007783316,0.007782624,0.007781932,0.00778124,0.007780548,0.007779857,0.007779165
29.57957958,0.007666198,0.007847924,0.007847853,0.007846532,0.007845836,0.00784514,0.007844445,0.007843749,0.007843054,0.007842359,0.007841664
29.72972973,0.007728099,0.007911245,0.007911176,0.007909846,0.007909147,0.007908447,0.007907748,0.007907049,0.00790635,0.007905651,0.007904952
29.87987988,0.007790788,0.00797537,0.007975302,0.007973964,0.00797326,0.007972557,0.007971854,0.007971151,0.007970449,0.007969746,0.007969043
30.03003003,0.007854276,0.008040313,0.008040246,0.008038898,0.008038191,0.008037485,0.008036778,0.008036071,0.008035364,0.008034658,0.008033952
30.18018018,0.007918578,0.008106086,0.008106021,0.008104665,0.008103954,0.008103243,0.008102533,0.008101822,0.008101112,0.008100401,0.008099691
30.33033033,0.007983709,0.008172706,0.008172642,0.008171277,0.008170562,0.008169848,0.008169133,0.008168419,0.008167705,0.00816699,0.008166276
30.48048048,0.008049682,0.008240187,0.008240123,0.008238749,0.008238031,0.008237312,0.008236594,0.008235876,0.008235158,0.00823444,0.008233722
30.63063063,0.008116512,0.008308543,0.008308481,0.008307098,0.008306375,0.008305653,0.008304931,0.008304209,0.008303487,0.008302765,0.008302043
30.78078078,0.008184215,0.00837779,0.008377729,0.008376337,0.008375611,0.008374884,0.008374158,0.008373432,0.008372706,0.00837198,0.008371255
30.93093093,0.008252806,0.008447944,0.008447885,0.008446483,0.008445753,0.008445023,0.008444293,0.008443563,0.008442833,0.008442103,0.008441373
31.08108108,0.008322301,0.008519021,0.008518964,0.008517552,0.008516818,0.008516084,0.00851535,0.008514616,0.008513882,0.008513148,0.008512414
31.23123123,0.008392716,0.008591038,0.008590982,0.008589561,0.008588823,0.008588084,0.008587346,0.008586608,0.00858587,0.008585132,0.008584395
31.38138138,0.008464068,0.008664011,0.008663956,0.008662526,0.008661784,0.008661041,0.008660299,0.008659557,0.008658815,0.008658073,0.008657331
31.53153153,0.008536373,0.008737958,0.008737905,0.008736465,0.008735718,0.008734972,0.008734226,0.008733479,0.008732733,0.008731987,0.008731241
31.68168168,0.008609648,0.008812896,0.008812844,0.008811394,0.008810644,0.008809893,0.008809143,0.008808393,0.008807642,0.008806892,0.008806142
31.83183183,0.008683913,0.008888843,0.008888794,0.008887334,0.008886579,0.008885824,0.00888507,0.008884315,0.008883561,0.008882806,0.008882052
31.98198198,0.008759184,0.008965819,0.00896577,0.0089643,0.008963542,0.008962783,0.008962024,0.008961265,0.008960506,0.008959748,0.008958989
32.13213213,0.00883548,0.009043841,0.009043794,0.009042314,0.009041551,0.009040788,0.009040025,0.009039262,0.009038499,0.009037736,0.009036973
32.28228228,0.008912821,0.009122929,0.009122884,0.009121394,0.009120626,0.009119859,0.009119091,0.009118324,0.009117557,0.00911679,0.009116023
32.43243243,0.008991225,0.009203103,0.00920306,0.009201559,0.009200787,0.009200015,0.009199244,0.009198472,0.009197701,0.009196929,0.009196158
32.58258258,0.009070713,0.009284383,0.009284342,0.00928283,0.009282054,0.009281278,0.009280502,0.009279726,0.00927895,0.009278175,0.009277399
32.73273273,0.009151305,0.00936679,0.00936675,0.009365229,0.009364448,0.009363667,0.009362887,0.009362107,0.009361327,0.009360546,0.009359766
32.88288288,0.009233021,0.009450345,0.009450307,0.009448775,0.00944799,0.009447205,0.00944642,0.009445635,0.009444851,0.009444066,0.009443281
33.03303303,0.009315884,0.00953507,0.009535034,0.009533491,0.009532701,0.009531912,0.009531123,0.009530333,0.009529544,0.009528755,0.009527966
33.18318318,0.009399915,0.009620987,0.009620953,0.009619399,0.009618605,0.009617811,0.009617017,0.009616223,0.00961543,0.009614636,0.009613842
33.33333333,0.009485136,0.009708119,0.009708087,0.009706522,0.009705723,0.009704925,0.009704126,0.009703328,0.00970253,0.009701731,0.009700933
33.48348348,0.009571571,0.009796489,0.009796459,0.009794883,0.009794079,0.009793276,0.009792473,0.00979167,0.009790868,0.009790065,0.009789262
33.63363363,0.009659242,0.009886121,0.009886094,0.009884506,0.009883698,0.00988289,0.009882082,0.009881275,0.009880467,0.00987966,0.009878852
33.78378378,0.009748175,0.009977041,0.009977015,0.009975415,0.009974603,0.00997379,0.009972978,0.009972166,0.009971354,0.009970541,0.009969729
33.93393393,0.009838392,0.010069271,0.010069248,0.010067637,0.01006682,0.010066002,0.010065185,0.010064368,0.010063551,0.010062734,0.010061917
34.08408408,0.009929921,0.01016284,0.010162819,0.010161196,0.010160374,0.010159552,0.01015873,0.010157908,0.010157086,0.010156264,0.010155443
34.23423423,0.010022787,0.010257772,0.010257753,0.010256118,0.010255291,0.010254465,0.010253638,0.010252811,0.010251984,0.010251158,0.010250331
34.38438438,0.010117016,0.010354095,0.010354079,0.010352432,0.0103516,0.010350768,0.010349937,0.010349105,0.010348273,0.010347442,0.01034661
34.53453453,0.010212636,0.010451837,0.010451823,0.010450164,0.010449327,0.01044849,0.010447654,0.010446817,0.010445981,0.010445144,0.010444308
34.68468468,0.010309674,0.010551026,0.010551014,0.010549342,0.010548501,0.010547659,0.010546817,0.010545976,0.010545134,0.010544293,0.010543451
34.83483483,0.010408159,0.010651691,0.010651681,0.010649997,0.01064915,0.010648304,0.010647457,0.01064661,0.010645764,0.010644917,0.010644071
34.98498498,0.010508121,0.010753862,0.010753855,0.010752158,0.010751306,0.010750454,0.010749602,0.01074875,0.010747899,0.010747047,0.010746195
35.13513514,0.010609589,0.010857569,0.010857565,0.010855855,0.010854998,0.010854141,0.010853284,0.010852427,0.01085157,0.010850713,0.010849856
35.28528529,0.010712595,0.010962844,0.010962843,0.01096112,0.010960257,0.010959395,0.010958533,0.010957671,0.010956809,0.010955947,0.010955084
35.43543544,0.01081717,0.01106972,0.011069721,0.011067985,0.011067117,0.011066249,0.011065382,0.011064514,0.011063647,0.01106278,0.011061912
35.58558559,0.010923347,0.011178229,0.011178232,0.011176483,0.01117561,0.011174737,0.011173864,0.011172991,0.011172118,0.011171245,0.011170373
35.73573574,0.011031158,0.011288404,0.01128841,0.011286647,0.011285769,0.011284891,0.011284012,0.011283134,0.011282256,0.011281378,0.0112805
35.88588589,0.011140639,0.011400282,0.011400291,0.011398514,0.01139763,0.011396746,0.011395863,0.011394979,0.011394095,0.011393211,0.011392328
36.03603604,0.011251824,0.011513897,0.011513908,0.011512118,0.011511229,0.011510339,0.01150945,0.011508561,0.011507671,0.011506782,0.011505893
36.18618619,0.01136475,0.011629286,0.011629301,0.011627496,0.011626601,0.011625706,0.011624811,0.011623916,0.011623021,0.011622126,0.011621231
36.33633634,0.011479453,0.011746487,0.011746504,0.011744686,0.011743785,0.011742884,0.011741984,0.011741083,0.011740182,0.011739282,0.011738381
36.48648649,0.011595971,0.011865539,0.011865559,0.011863725,0.011862819,0.011861913,0.011861006,0.0118601,0.011859193,0.011858287,0.01185738
36.63663664,0.011714344,0.01198648,0.011986503,0.011984655,0.011983743,0.011982831,0.011981918,0.011981006,0.011980094,0.011979181,0.011978269
36.78678679,0.011834611,0.012109352,0.012109378,0.012107515,0.012106597,0.012105679,0.012104761,0.012103842,0.012102924,0.012102006,0.012101088
36.93693694,0.011956814,0.012234197,0.012234226,0.012232348,0.012231424,0.012230499,0.012229575,0.012228651,0.012227727,0.012226802,0.012225878
37.08708709,0.012080995,0.012361057,0.012361089,0.012359196,0.012358265,0.012357335,0.012356405,0.012355474,0.012354544,0.012353613,0.012352683
37.23723724,0.012207197,0.012489976,0.012490012,0.012488103,0.012487167,0.01248623,0.012485293,0.012484357,0.01248342,0.012482483,0.012481547
37.38738739,0.012335465,0.012621001,0.012621039,0.012619115,0.012618172,0.012617229,0.012616286,0.012615343,0.012614401,0.012613458,0.012612515
37.53753754,0.012465846,0.012754177,0.012754218,0.012752278,0.012751329,0.01275038,0.01274943,0.012748481,0.012747532,0.012746582,0.012745633
37.68768769,0.012598385,0.012889552,0.012889597,0.01288764,0.012886685,0.012885729,0.012884773,0.012883817,0.012882862,0.012881906,0.01288095
37.83783784,0.012733132,0.013027176,0.013027224,0.013025251,0.013024289,0.013023326,0.013022364,0.013021402,0.013020439,0.013019477,0.013018514
37.98798799,0.012870137,0.013167098,0.01316715,0.01316516,0.013164191,0.013163222,0.013162253,0.013161284,0.013160315,0.013159346,0.013158377
38.13813814,0.01300945,0.013309372,0.013309427,0.013307421,0.013306445,0.013305469,0.013304493,0.013303517,0.013302541,0.013301565,0.013300589
38.28828829,0.013151125,0.013454051,0.013454109,0.013452085,0.013451102,0.01345012,0.013449137,0.013448154,0.013447171,0.013446188,0.013445205
38.43843844,0.013295215,0.013601188,0.01360125,0.013599209,0.013598219,0.013597229,0.01359624,0.01359525,0.01359426,0.01359327,0.01359228
38.58858859,0.013441777,0.013750842,0.013750907,0.013748849,0.013747852,0.013746855,0.013745858,0.01374486,0.013743863,0.013742866,0.013741869
38.73873874,0.013590868,0.01390307,0.013903139,0.013901062,0.013900058,0.013899054,0.013898049,0.013897045,0.01389604,0.013895036,0.013894031
38.88888889,0.013742546,0.014057932,0.014058005,0.014055909,0.014054898,0.014053886,0.014052874,0.014051862,0.01405085,0.014049838,0.014048826
39.03903904,0.013896874,0.01421549,0.014215566,0.014213452,0.014212433,0.014211413,0.014210394,0.014209375,0.014208355,0.014207335,0.014206316
39.18918919,0.014053912,0.014375807,0.014375886,0.014373753,0.014372726,0.014371699,0.014370672,0.014369645,0.014368618,0.01436759,0.014366563
39.33933934,0.014213726,0.014538948,0.01453903,0.014536878,0.014535844,0.014534809,0.014533774,0.014532739,0.014531704,0.014530668,0.014529633
39.48948949,0.014376382,0.01470498,0.014705066,0.014702895,0.014701852,0.014700809,0.014699766,0.014698723,0.01469768,0.014696636,0.014695593
39.63963964,0.014541948,0.014873973,0.014874063,0.014871871,0.01487082,0.014869769,0.014868718,0.014867666,0.014866615,0.014865564,0.014864512
39.78978979,0.014710495,0.015045997,0.015046091,0.015043879,0.015042819,0.01504176,0.0150407,0.015039641,0.015038581,0.015037521,0.015036461
39.93993994,0.014882095,0.015221127,0.015221224,0.015218991,0.015217923,0.015216855,0.015215787,0.015214719,0.015213651,0.015212582,0.015211513
40.09009009,0.015056822,0.015399437,0.015399537,0.015397284,0.015396207,0.01539513,0.015394054,0.015392977,0.015391899,0.015390822,0.015389745
40.24024024,0.015234754,0.015581005,0.015581109,0.015578834,0.015577749,0.015576663,0.015575577,0.015574491,0.015573405,0.015572319,0.015571232
40.39039039,0.015415969,0.015765912,0.015766019,0.015763723,0.015762628,0.015761533,0.015760438,0.015759343,0.015758248,0.015757152,0.015756057
40.54054054,0.01560055,0.015954239,0.01595435,0.015952032,0.015950928,0.015949824,0.015948719,0.015947615,0.01594651,0.015945405,0.0159443
40.69069069,0.01578858,0.016146073,0.016146188,0.016143846,0.016142733,0.016141619,0.016140505,0.016139391,0.016138277,0.016137162,0.016136048
40.84084084,0.015980146,0.016341501,0.016341619,0.016339255,0.016338131,0.016337008,0.016335884,0.01633476,0.016333636,0.016332511,0.016331387
40.99099099,0.016175339,0.016540613,0.016540734,0.016538347,0.016537213,0.016536079,0.016534946,0.016533812,0.016532677,0.016531543,0.016530408
41.14114114,0.016374249,0.016743503,0.016743627,0.016741216,0.016740072,0.016738928,0.016737784,0.016736639,0.016735495,0.01673435,0.016733205
41.29129129,0.016576973,0.016950266,0.016950394,0.016947958,0.016946803,0.016945649,0.016944494,0.016943339,0.016942184,0.016941029,0.016939873
41.44144144,0.016783608,0.017161002,0.017161133,0.017158672,0.017157507,0.017156342,0.017155176,0.01715401,0.017152844,0.017151678,0.017150511
41.59159159,0.016994256,0.017375814,0.017375948,0.017373462,0.017372285,0.017371109,0.017369932,0.017368755,0.017367577,0.0173664,0.017365222
41.74174174,0.017209022,0.017594806,0.017594943,0.017592431,0.017591243,0.017590055,0.017588867,0.017587678,0.017586489,0.0175853,0.017584111
41.89189189,0.017428012,0.017818088,0.017818228,0.01781569,0.01781449,0.01781329,0.01781209,0.017810889,0.017809689,0.017808488,0.017807286
42.04204204,0.01765134,0.018045773,0.018045915,0.01804335,0.018042138,0.018040926,0.018039713,0.018038501,0.018037288,0.018036075,0.018034861
42.19219219,0.017879119,0.018277975,0.01827812,0.018275527,0.018274303,0.018273078,0.018271853,0.018270628,0.018269402,0.018268177,0.018266951
42.34234234,0.018111469,0.018514815,0.018514963,0.018512342,0.018511105,0.018509867,0.018508629,0.018507391,0.018506152,0.018504914,0.018503675
42.49249249,0.018348512,0.018756417,0.018756568,0.018753917,0.018752667,0.018751416,0.018750165,0.018748913,0.018747661,0.018746409,0.018745157
42.64264264,0.018590375,0.019002909,0.019003061,0.019000381,0.018999117,0.018997852,0.018996587,0.018995322,0.018994056,0.01899279,0.018991524
42.79279279,0.018837189,0.019254421,0.019254575,0.019251865,0.019250587,0.019249308,0.019248029,0.019246749,0.01924547,0.019244189,0.019242909
42.94294294,0.019089088,0.019511091,0.019511247,0.019508506,0.019507213,0.019505919,0.019504626,0.019503331,0.019502037,0.019500742,0.019499447
43.09309309,0.019346214,0.019773059,0.019773216,0.019770444,0.019769136,0.019767827,0.019766518,0.019765209,0.019763899,0.019762589,0.019761278
43.24324324,0.019608709,0.020040471,0.020040629,0.020037824,0.0200365,0.020035176,0.020033851,0.020032526,0.020031201,0.020029875,0.020028549
43.39339339,0.019876724,0.020313476,0.020313636,0.020310797,0.020309457,0.020308117,0.020306776,0.020305435,0.020304093,0.020302751,0.020301408
43.54354354,0.020150413,0.020592231,0.020592391,0.020589518,0.020588161,0.020586804,0.020585447,0.020584088,0.02058273,0.020581371,0.020580011
43.69369369,0.020429936,0.020876895,0.020877055,0.020874148,0.020872774,0.020871399,0.020870024,0.020868648,0.020867272,0.020865896,0.020864519
43.84384384,0.020715457,0.021167635,0.021167795,0.021164852,0.02116346,0.021162067,0.021160674,0.02115928,0.021157886,0.021156492,0.021155097
43.99399399,0.021007147,0.021464622,0.021464781,0.021461802,0.021460391,0.021458979,0.021457568,0.021456155,0.021454742,0.021453329,0.021451915
44.14414414,0.021305183,0.021768034,0.021768192,0.021765175,0.021763745,0.021762314,0.021760882,0.021759451,0.021758018,0.021756586,0.021755152
44.29429429,0.021609748,0.022078054,0.022078211,0.022075155,0.022073704,0.022072254,0.022070802,0.02206935,0.022067898,0.022066444,0.022064991
44.44444444,0.021921031,0.022394872,0.022395028,0.022391932,0.02239046,0.022388988,0.022387516,0.022386043,0.022384569,0.022383095,0.022381621
44.59459459,0.022239227,0.022718686,0.022718838,0.022715701,0.022714208,0.022712715,0.02271122,0.022709725,0.02270823,0.022706734,0.022705237
44.74474474,0.02256454,0.023049697,0.023049846,0.023046667,0.023045152,0.023043635,0.023042118,0.023040601,0.023039083,0.023037564,0.023036044
44.89489489,0.022897178,0.023388116,0.023388262,0.02338504,0.0233835,0.023381961,0.02338042,0.023378879,0.023377337,0.023375794,0.023374251
45.04504505,0.02323736,0.023734162,0.023734303,0.023731036,0.023729473,0.023727908,0.023726343,0.023724777,0.023723211,0.023721643,0.023720076
45.1951952,0.02358531,0.024088059,0.024088195,0.024084883,0.024083293,0.024081703,0.024080112,0.024078521,0.024076928,0.024075336,0.024073742
45.34534535,0.02394126,0.024450041,0.024450171,0.024446811,0.024445195,0.024443578,0.024441961,0.024440342,0.024438723,0.024437104,0.024435483
45.4954955,0.024305453,0.02482035,0.024820473,0.024817064,0.02481542,0.024813776,0.02481213,0.024810484,0.024808837,0.024807189,0.024805541
45.64564565,0.024678138,0.025199235,0.02519935,0.025195892,0.025194218,0.025192545,0.02519087,0.025189195,0.025187518,0.025185841,0.025184164
45.7957958,0.025059575,0.025586957,0.025587063,0.025583552,0.025581849,0.025580144,0.025578439,0.025576733,0.025575027,0.025573319,0.025571611
45.94594595,0.025450031,0.025983782,0.025983878,0.025980314,0.025978579,0.025976843,0.025975106,0.025973368,0.02597163,0.02596989,0.02596815
46.0960961,0.025849785,0.02638999,0.026390075,0.026386456,0.026384687,0.026382918,0.026381148,0.026379377,0.026377605,0.026375832,0.026374058
46.24624625,0.026259125,0.026805868,0.026805941,0.026802264,0.026800461,0.026798657,0.026796852,0.026795046,0.026793239,0.026791432,0.026789623
46.3963964,0.02667835,0.027231715,0.027231774,0.027228039,0.027226199,0.027224359,0.027222517,0.027220675,0.027218831,0.027216987,0.027215142
46.54654655,0.02710777,0.02766784,0.027667884,0.027664088,0.02766221,0.027660331,0.027658452,0.027656571,0.027654689,0.027652807,0.027650923
46.6966967,0.027547706,0.028114564,0.028114591,0.028110732,0.028108814,0.028106896,0.028104976,0.028103055,0.028101134,0.028099211,0.028097287
46.84684685,0.027998491,0.028572219,0.028572228,0.028568303,0.028566344,0.028564383,0.028562421,0.028560459,0.028558495,0.02855653,0.028554565
46.996997,0.028460471,0.02904115,0.029041138,0.029037146,0.029035142,0.029033138,0.029031132,0.029029125,0.029027118,0.029025109,0.029023099
47.14714715,0.028934004,0.029521712,0.029521678,0.029517616,0.029515567,0.029513516,0.029511464,0.029509411,0.029507357,0.029505302,0.029503246
47.2972973,0.029419462,0.030014277,0.030014219,0.030010084,0.030007986,0.030005887,0.030003787,0.030001685,0.029999583,0.029997479,0.029995374
47.44744745,0.02991723,0.030519228,0.030519144,0.030514934,0.030512785,0.030510635,0.030508483,0.030506331,0.030504177,0.030502023,0.030499867
47.5975976,0.030427708,0.031036962,0.03103685,0.031032562,0.031030359,0.031028156,0.031025951,0.031023745,0.031021538,0.031019329,0.03101712
47.74774775,0.030951312,0.031567894,0.03156775,0.03156338,0.031561122,0.031558862,0.031556601,0.031554339,0.031552075,0.031549811,0.031547544
47.8978979,0.031488471,0.032112449,0.032112271,0.032107818,0.0321055,0.032103181,0.032100861,0.032098539,0.032096217,0.032093893,0.032091567
48.04804805,0.032039632,0.032671071,0.032670857,0.032666316,0.032663936,0.032661555,0.032659173,0.032656789,0.032654404,0.032652017,0.03264963
48.1981982,0.032605259,0.033244222,0.033243968,0.033239336,0.033236891,0.033234444,0.033231996,0.033229547,0.033227096,0.033224644,0.03322219
48.34834835,0.033185833,0.033832376,0.03383208,0.033827353,0.033824839,0.033822323,0.033819807,0.033817288,0.033814768,0.033812247,0.033809724
48.4984985,0.033781853,0.034436031,0.034435687,0.034430862,0.034428275,0.034425687,0.034423098,0.034420507,0.034417914,0.03441532,0.034412725
48.64864865,0.034393837,0.035055697,0.035055303,0.035050376,0.035047713,0.035045048,0.035042382,0.035039714,0.035037045,0.035034374,0.035031702
48.7987988,0.035022322,0.035691907,0.03569146,0.035686425,0.035683681,0.035680936,0.035678189,0.035675441,0.035672691,0.03566994,0.035667186
48.94894895,0.035667866,0.036345214,0.036344708,0.036339562,0.036336733,0.036333903,0.036331071,0.036328238,0.036325402,0.036322566,0.036319727
49.0990991,0.036331047,0.037016188,0.037015619,0.037010357,0.037007439,0.037004519,0.037001597,0.036998674,0.036995749,0.036992823,0.036989894
49.24924925,0.037012467,0.037705424,0.037704787,0.037699404,0.037696391,0.037693376,0.03769036,0.037687342,0.037684323,0.037681301,0.037678278
49.3993994,0.037712747,0.038413535,0.038412826,0.038407316,0.038404204,0.038401089,0.038397973,0.038394856,0.038391736,0.038388615,0.038385491
49.54954955,0.038432534,0.039141161,0.039140373,0.039134731,0.039131514,0.039128294,0.039125073,0.03912185,0.039118624,0.039115398,0.039112169
49.6996997,0.0391725,0.039888962,0.03988809,0.03988231,0.039878981,0.039875651,0.039872318,0.039868983,0.039865647,0.039862309,0.039858968
49.84984985,0.039933338,0.040657623,0.04065666,0.040650737,0.040647291,0.040643842,0.040640392,0.04063694,0.040633486,0.04063003,0.040626572
50,0.040715772,0.041447855,0.041446795,0.041440721,0.041437151,0.041433579,0.041430004,0.041426428,0.04142285,0.04141927,0.041415688
50.15015015,0.041520549,0.042260394,0.04225923,0.042252998,0.042249297,0.042245593,0.042241888,0.042238181,0.042234472,0.04223076,0.042227047
50.3003003,0.042348444,0.043096002,0.043094726,0.04308833,0.04308449,0.043080648,0.043076804,0.043072959,0.043069111,0.043065261,0.043061408
50.45045045,0.043200262,0.04395547,0.043954074,0.043947505,0.043943519,0.043939531,0.043935541,0.043931549,0.043927554,0.043923558,0.043919559
50.6006006,0.044076837,0.044839616,0.044838091,0.044831342,0.044827201,0.044823059,0.044818914,0.044814767,0.044810618,0.044806466,0.044802313
50.75075075,0.044979033,0.045749288,0.045747625,0.045740687,0.045736383,0.045732076,0.045727768,0.045723458,0.045719145,0.04571483,0.045710513
50.9009009,0.045907744,0.046685362,0.046683551,0.046676415,0.046671939,0.04666746,0.046662978,0.046658495,0.046654009,0.046649521,0.046645031
51.05105105,0.046863898,0.047648747,0.047646779,0.047639435,0.047634776,0.047630114,0.04762545,0.047620784,0.047616115,0.047611444,0.047606771
51.2012012,0.047848455,0.048640382,0.048638246,0.048630684,0.048625832,0.048620977,0.04861612,0.04861126,0.048606398,0.048601534,0.048596667
51.35135135,0.048862408,0.04966124,0.049658923,0.049651134,0.049646077,0.049641018,0.049635956,0.049630892,0.049625826,0.049620757,0.049615686
51.5015015,0.049906786,0.050712326,0.050709815,0.050701787,0.050696514,0.050691239,0.050685961,0.050680681,0.050675399,0.050670114,0.050664827
51.65165165,0.050982653,0.051794677,0.05179196,0.051783681,0.05177818,0.051772676,0.05176717,0.051761661,0.05175615,0.051750637,0.051745121
51.8018018,0.052091108,0.052909367,0.052906431,0.052897888,0.052892145,0.0528864,0.052880652,0.052874902,0.052869149,0.052863394,0.052857637
51.95195195,0.053233289,0.054057505,0.054054334,0.054045515,0.054039517,0.054033516,0.054027513,0.054021507,0.054015499,0.054009488,0.054003475
52.1021021,0.054410369,0.055240234,0.055236813,0.055227704,0.055221436,0.055215165,0.055208891,0.055202615,0.055196337,0.055190056,0.055183773
52.25225225,0.055623561,0.056458736,0.056455047,0.056445635,0.05643908,0.056432524,0.056425965,0.056419403,0.056412839,0.056406273,0.056399704
52.4024024,0.056874116,0.057714227,0.057710253,0.057700522,0.057693665,0.057686807,0.057679946,0.057673082,0.057666216,0.057659348,0.057652477
52.55255255,0.058163326,0.059007962,0.059003685,0.058993618,0.058986442,0.058979265,0.058972084,0.058964901,0.058957716,0.058950529,0.058943339
52.7027027,0.05949252,0.060341233,0.060336633,0.060326214,0.060318701,0.060311186,0.060303668,0.060296148,0.060288625,0.060281101,0.060273574
52.85285285,0.060863068,0.061715371,0.061710427,0.061699638,0.061691769,0.061683897,0.061676022,0.061668146,0.061660267,0.061652386,0.061644502
53.003003,0.062276381,0.063131742,0.063126433,0.063115256,0.06310701,0.063098761,0.06309051,0.063082257,0.063074001,0.063065743,0.063057483
53.15315315,0.063733909,0.064591755,0.064586056,0.064574472,0.064565827,0.064557181,0.064548532,0.064539881,0.064531227,0.064522572,0.064513914
53.3033033,0.065237143,0.066096852,0.06609074,0.066078728,0.066069663,0.066060596,0.066051526,0.066042455,0.066033382,0.066024307,0.066015229
53.45345345,0.066787613,0.067648515,0.067641965,0.067629503,0.067619994,0.067610484,0.067600971,0.067591456,0.067581939,0.06757242,0.0675629
53.6036036,0.068386889,0.069248265,0.069241249,0.069228316,0.069218338,0.069208359,0.069198378,0.069188395,0.06917841,0.069168424,0.069158435
53.75375375,0.070036581,0.070897658,0.070890147,0.070876719,0.070866247,0.070855774,0.070845299,0.070834822,0.070824343,0.070813863,0.070803381
53.9039039,0.071738337,0.072598286,0.072590251,0.072576304,0.072565311,0.072554316,0.07254332,0.072532322,0.072521323,0.072510322,0.07249932
54.05405405,0.073493841,0.074351778,0.074343188,0.074328696,0.074317153,0.074305609,0.074294063,0.074282516,0.074270968,0.074259418,0.074247867
54.2042042,0.075304814,0.076159797,0.076150619,0.076135556,0.076123433,0.07611131,0.076099185,0.076087059,0.076074932,0.076062805,0.076050676
54.35435435,0.077173015,0.078024039,0.078014238,0.077998576,0.077985843,0.07797311,0.077960375,0.07794764,0.077934904,0.077922167,0.077909429
54.5045045,0.079100231,0.079946232,0.079935774,0.079919483,0.079906108,0.079892732,0.079879355,0.079865978,0.0798526,0.079839222,0.079825843
54.65465465,0.081088286,0.081928135,0.081916981,0.081900033,0.081885981,0.081871929,0.081857877,0.081843824,0.081829772,0.081815719,0.081801665
54.8048048,0.083139031,0.083971535,0.083959646,0.083942009,0.083927246,0.083912483,0.08389772,0.083882957,0.083868194,0.083853432,0.083838669
54.95495495,0.085254344,0.086078245,0.086065581,0.086047222,0.086031711,0.086016201,0.086000691,0.085985182,0.085969673,0.085954165,0.085938657
55.10510511,0.087436129,0.088250102,0.088236621,0.088217507,0.088201211,0.088184916,0.088168621,0.088152328,0.088136035,0.088119744,0.088103453
55.25525526,0.089686312,0.090488966,0.090474624,0.090454721,0.0904376,0.090420481,0.090403363,0.090386246,0.090369131,0.090352017,0.090334905
55.40540541,0.092006839,0.092796716,0.092781468,0.092760739,0.092742753,0.09272477,0.092706788,0.092688808,0.092670829,0.092652853,0.092634879
55.55555556,0.09439967,0.095175245,0.095159045,0.095137453,0.095118561,0.095099671,0.095080783,0.095061898,0.095043015,0.095024135,0.095005257
55.70570571,0.096866778,0.097626462,0.09760926,0.097586769,0.097566926,0.097547087,0.097527251,0.097507418,0.097487587,0.09746776,0.097447936
55.85585586,0.099410145,0.100152283,0.10013403,0.100110599,0.100089763,0.10006893,0.100048101,0.100027276,0.100006454,0.099985636,0.099964821
56.00600601,0.102031756,0.102754631,0.102735276,0.102710866,0.10268899,0.102667118,0.102645251,0.102623388,0.10260153,0.102579675,0.102557826
56.15615616,0.104733599,0.105435431,0.105414922,0.105389492,0.10536653,0.105343573,0.105320621,0.105297674,0.105274732,0.105251795,0.105228864
56.30630631,0.107517655,0.108196608,0.108174891,0.108148399,0.108124303,0.108100212,0.108076128,0.10805205,0.108027977,0.108003911,0.10797985
56.45645646,0.110385898,0.11104008,0.1110171,0.110989503,0.110964224,0.110938952,0.110913687,0.110888429,0.110863177,0.110837933,0.110812695
56.60660661,0.113340288,0.113967755,0.113943456,0.113914711,0.1138882,0.113861697,0.113835202,0.113808715,0.113782235,0.113755762,0.113729298
56.75675676,0.116382766,0.116981527,0.116955853,0.116925916,0.116898123,0.116870339,0.116842563,0.116814796,0.116787038,0.116759288,0.116731547
56.90690691,0.119515253,0.120083273,0.120056166,0.120024993,0.119995867,0.11996675,0.119937644,0.119908547,0.119879459,0.119850382,0.119821313
57.05705706,0.122739637,0.123274847,0.123246248,0.123213794,0.123183283,0.123152783,0.123122294,0.123091816,0.123061348,0.123030892,0.123000445
57.20720721,0.126057777,0.126558074,0.126527925,0.126494145,0.126462198,0.126430263,0.12639834,0.126366429,0.126334529,0.126302642,0.126270766
57.35735736,0.129471492,0.129934749,0.129902991,0.12986784,0.129834405,0.129800983,0.129767574,0.129734178,0.129700795,0.129667426,0.129634069
57.50750751,0.132982558,0.133406632,0.133373206,0.133336639,0.133301663,0.133266702,0.133231756,0.133196824,0.133161906,0.133127002,0.133092113
